,user_id,business_id,stars,name
87,SmfarWzR_FbkEKZ0lfZ9GA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
88,0UmKURpEvw8St3CsSCaoGA,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
89,tXELXv405A0gqv3Rk19yhw,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
90,tpH2P1d4-gTNNxVbogkMcg,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
91,F51FpwKOTKiZApB7hZ8pYw,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
92,76ew8CgYNfC6NY2deluWsA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
93,-PB5dra-JDYEeNqUJehWJg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
94,O08eDxkFnWvxQ1HSRkhMlA,MbzgGsMQpGyVrUJXi_Jw0Q,1.0,Dawn Patrol
95,RvZwe4kTZQ3-xxYg4HTOmg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
96,UAcgiNmfHki0WxSmbQm5TA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
97,zfZT1xMdVgspeS0bd_u1nw,MbzgGsMQpGyVrUJXi_Jw0Q,2.0,Dawn Patrol
98,zhZUuQgsCVL1-_y2qDT7Bw,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
99,vT9BgtQEjlypFSOwApe7ng,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
100,-a43alCpg13y3iFTanwQbw,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
101,fDHtQE-3SlIQ2rwb9jG-mg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
102,z18tvOhm4d-kJbSwTzxfog,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
103,wgHlPqMfRKpQyzZvi-eSAQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
104,Zt1353r8x7OswJn3OLbuJQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
105,OMdjgBQo1vpdbGiO6YvLJA,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
106,k3eqEQ5GjVJoBN7S3MdobA,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
107,iV9NpDhirbeH9DHKiXGmow,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
108,uWbgnU7AxS-OGIXlYYFTvg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
109,9B8zm6-Ot3dpMMVMwaW8Ag,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
110,XLRzqtCGycIESuA5xfbXdA,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
111,BXWj7I4s24oPTQNEWmvL3w,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
112,O8etCer830q67MqoIejuuA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
113,n0rJCX-kCl8e0NuKUBCpXQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
114,XmBm3C-Y7TKHuMoEMO5AtQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
115,umLTRDpnOwLvGimUwvyviw,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
116,Gud7krDDDvJyCWSWe_3iLQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
117,_vK37IxFeIl08mmNz1RRmg,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
118,p1vH-rFIpvUT5UP6yD-G2w,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
119,I7QKy2kahjj68ltOd1rU8g,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
120,SF8N9dmgXcur2NqKvMAtyQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
121,4xD5ubGMRjO-r5wQiZK_WA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
122,iFhU56PejlgRoz4tO1YK8w,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
123,dXQQ9Xqv3-RRvDf757d_MQ,MbzgGsMQpGyVrUJXi_Jw0Q,2.0,Dawn Patrol
124,kqQHqzL-TMogXipbR3DHBg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
125,GeGrm1POpAT064JCRmBcjg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
126,k24QIVcmhhOnv9MCY3dELA,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
127,YLQbiqEm64_kCGHrpPQqbw,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
128,udFIwXkhYeiDxZOOBsVIJg,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
129,0mr9S9uys2pxLDtr2C0Z4Q,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
130,xt17fNrq4P_3DsYL4ZrAaA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
131,jxFgDOyjI1u0vznjm3q2QQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
132,KJcedHhSaHhsORa41MiF7Q,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
133,5kq-xRqgNl533OgCmLb1jw,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
134,S1peqm0abyxbIJdu3TplUw,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
135,oHwHEnks9WNP6innmm9-Qw,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
136,bVthsfeUU3Bd5AeJLqKT-w,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
137,efauWB6unQ1ZBwlMe6Rajw,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
138,k3eqEQ5GjVJoBN7S3MdobA,MbzgGsMQpGyVrUJXi_Jw0Q,1.0,Dawn Patrol
139,NGYc3B2jIjkEa81re6RR7A,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
140,LM1Aleq_ozhEslRd2GUGEQ,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
141,n_Bm17HWdPo4Q8p-z_e_bQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
142,KCA0h38-5v8guFASMf_96Q,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
143,2d1vDEc1Vm9yGNC3zcZyUQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
144,vFvqleWJ6cAmiZIJZHN0tw,MbzgGsMQpGyVrUJXi_Jw0Q,2.0,Dawn Patrol
145,hKxGzB_vBoF2-eHg8kGl2A,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
146,6ibpAFUdpqqbnltP0VqctA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
147,ibQfqDJt3v_Kw-EEUcnMGw,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,Dawn Patrol
148,_8Akve6UklTNYdTdpwV_Hw,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
149,UKubn9FlLlXohNa9lg2JeQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
150,V7Y9HnlHtudwUXayGa4JAg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
151,KkqK8pK6fhoplTOgbsd6PA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
152,MICO1G49b4kCrKDqOMpsxQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
153,-MlY9IXWiZp2iFvXfHxUyg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,Dawn Patrol
154,BoCOeR7YAoqZKyGA0BR0dA,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,Dawn Patrol
155,IjJZtMgk0IA2PSGRM5_2Tw,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
156,WBv6SzQSnbJFswU-kIAQPw,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
157,-y-MW8dW6ZKfkzeZ_fEGUA,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
158,axWLHek-OHnFi14SukBoYw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
159,r5JppvKW3gnV3vsokeswqA,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
160,Uxpe-wkMqxIFAGJLkvWVHA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
161,8Tjr9MJ5pmueu-Epk_clTw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
162,9ZuKGMmTGVSKjntdrIys-A,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
163,evhYiJ9KOrOHJcmuO1tTPA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
164,B5s_DCLVrBLrL8U6TEVlwA,IDtLPgUrqorrpqSLdfMhZQ,3.0,Helena Avenue Bakery
165,9RiYp98QQhYJb2Y-nAeTWg,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
166,t2MBvqhOQV3ug8iUFfivCw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
167,1h40OGNNcZ0nrrdJh4PEww,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
168,_jsZl-USMgrVVasNg50wAQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
169,GfmJ8jBB-6lPzYFQSoQo0w,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
170,36Yh3GqdcxUgcJcYbJDMXA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
171,6NfU1smz30UF9lPr5rI_Ng,IDtLPgUrqorrpqSLdfMhZQ,3.0,Helena Avenue Bakery
172,_jsZl-USMgrVVasNg50wAQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
173,HaTVMedOQDMAg6e-KHrKUQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
174,S5ToYM_zkMxsg_s2YvS35Q,IDtLPgUrqorrpqSLdfMhZQ,3.0,Helena Avenue Bakery
175,wvd7JQ_7ILvhdeNXoYOiZA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
176,kw1TUkRwEKP5DNrD567HoQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
177,zbcwfpV2yb11YA7Jv6DZ5Q,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
178,yniC6bX5yFj3F7GB35Zu8g,IDtLPgUrqorrpqSLdfMhZQ,1.0,Helena Avenue Bakery
179,fzRP--cz8p05m1Rgyw_X9g,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
180,MwJiJmWxToBs7jlm8AbhKw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
181,2dRbjSC90LB0hX1XvkzwfQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
182,ZwVifRH0AXlUOSfsy0NMvA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
183,Cc1g_dKDiikAz9H3_1Tyaw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
184,vEpiJpTExbY3t9v3zztUyA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
185,M7DdrEBlwcI_Kekc4Y_tvA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
186,hQ2J7jVotw_p6fBT3LPxig,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
187,k16ZKDrl1oeQOrnAY0isfw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
188,zUEp2EvuRXeFl5thO3YtGA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
189,ouw22YKd2bRf8E2OyGHejQ,IDtLPgUrqorrpqSLdfMhZQ,1.0,Helena Avenue Bakery
190,SsgDGJWBNvefjY0z8XsVCQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
191,S9ndRN-qrvkALeNzBiUIyA,IDtLPgUrqorrpqSLdfMhZQ,1.0,Helena Avenue Bakery
192,L_AkIHG-wVqb1DkswR0aPA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
193,4RouQSPWzvNfzh9t-9eUTA,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
194,f_g2_8JxQ3XuITxswPn2HQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
195,PA7wh5pQK6NuqlxTGXyvYA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
196,bScgvXrGLijfxt_ygFGNpQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
197,fG_4K9BKdkUjIUReAZZwgw,IDtLPgUrqorrpqSLdfMhZQ,3.0,Helena Avenue Bakery
198,Zod5ztSNDhjSuwt7d2nRBA,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
199,HfVHsvOdj6QNOvxgvCbOhA,IDtLPgUrqorrpqSLdfMhZQ,3.0,Helena Avenue Bakery
200,2MCOvh_-dJPf_NyTCB3WHw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
201,XxBDgT1RXICc7Iu_iBhQsw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
202,KUCgC2pR0BbEHif_SxWVug,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
203,0ronwNxGJfizyrF7wnP1CA,IDtLPgUrqorrpqSLdfMhZQ,1.0,Helena Avenue Bakery
204,3q8kajBtQad_EzkL3kuDmw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
205,BNCrIBHL-F9wh96vBs_i6A,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
206,xdO093T71O_kgaeO9YIfCg,IDtLPgUrqorrpqSLdfMhZQ,2.0,Helena Avenue Bakery
207,j0s5s8LtcvFmGnl6fR7gxg,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
208,6lV_f6U2xvEadLMfP3khZw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
209,oq6j9F5Oy51JyogMYh1P4g,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
210,7od7straJKl6amBTRoX99g,IDtLPgUrqorrpqSLdfMhZQ,3.0,Helena Avenue Bakery
211,DZmX4c4D7OHAYRj-hWaJmg,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
212,iL0pOBUigo36feU6OWBqQw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
213,lqrKxJ1X3VSqiY4RDx2dOw,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
214,c_2CWvaSZ_f4G34zDWWxDQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
215,p7CbMs8A9boLoVTpasqB9g,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
216,j820UBGf6MdHthen-SPwyQ,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
217,ON0cgCvomRWmbAXZrydOCg,IDtLPgUrqorrpqSLdfMhZQ,3.0,Helena Avenue Bakery
218,Ym_4LmOsxaSfO6GVgzOePg,IDtLPgUrqorrpqSLdfMhZQ,5.0,Helena Avenue Bakery
219,0WRwUPVsYN2TucbJ_c5-Eg,IDtLPgUrqorrpqSLdfMhZQ,1.0,Helena Avenue Bakery
220,D006hNKtcIHlExKfs7DYlQ,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
221,NhajqAGmZRkD7a1--oegzA,IDtLPgUrqorrpqSLdfMhZQ,4.0,Helena Avenue Bakery
222,b2bQIjUmJWJgW0Gr5B8ulA,IDtLPgUrqorrpqSLdfMhZQ,2.0,Helena Avenue Bakery
